Date,close,volume
2021-07-02,43.548988342285156,1718400
2021-07-06,42.86603927612305,2471000
2021-07-07,42.06927490234375,2191500
2021-07-08,42.02374267578125,2250400
2021-07-09,43.647640228271484,2668300
2021-07-12,43.19234085083008,1690500
2021-07-13,42.43350601196289,1995400
2021-07-14,41.64432907104492,2144700
2021-07-15,41.33321762084961,2497900
2021-07-16,40.452980041503906,1882400
2021-07-19,38.09303665161133,5003600
2021-07-20,39.747276306152344,3405700
2021-07-21,40.566802978515625,2716500
2021-07-22,40.286033630371094,1666200
2021-07-23,40.179805755615234,2178500
2021-07-26,40.84756851196289,2443700
2021-07-27,40.157047271728516,2274500
2021-07-28,40.47574234008789,1930500
2021-07-29,40.82480239868164,2022600
2021-07-30,40.13364791870117,2838800
2021-08-02,39.654850006103516,1864300
2021-08-03,39.71662139892578,2759500
2021-08-04,39.940589904785156,4506500
2021-08-05,40.3189811706543,2313900
2021-08-06,40.589271545410156,1606700
2021-08-09,39.96375274658203,1963200
2021-08-10,40.69738006591797,1676200
2021-08-11,40.79777526855469,1460400
2021-08-12,41.21479034423828,1719700
2021-08-13,40.504329681396484,1244200
2021-08-16,39.96375274658203,1976000
2021-08-17,39.600791931152344,2137300
2021-08-18,39.04477310180664,1961600
2021-08-19,38.048580169677734,3274100
2021-08-20,38.94438171386719,2129900
2021-08-23,40.1413688659668,2374800
2021-08-24,40.89816665649414,2220800
2021-08-25,41.28428268432617,1738900
2021-08-26,40.581546783447266,1490400
2021-08-27,41.57773971557617,1726300
2021-08-30,40.95995330810547,1578900
2021-08-31,40.55838394165039,2946100
2021-09-01,40.21859359741211,1643800
2021-09-02,41.15299987792969,1557100
2021-09-03,41.06034851074219,1207500
2021-09-07,40.51976013183594,1983300
2021-09-08,40.4348258972168,1454900
2021-09-09,40.4657096862793,1545700
2021-09-10,40.53520965576172,1560300
2021-09-13,41.24567413330078,2243600
2021-09-14,40.9676628112793,1748000
2021-09-15,43.0218391418457,3784700
2021-09-16,42.91373062133789,2389800
2021-09-17,42.60483169555664,4598700
2021-09-20,40.92133331298828,4309100
2021-09-21,41.16844940185547,2838500
2021-09-22,42.35770797729492,2257700
2021-09-23,44.3732795715332,3559000
2021-09-24,44.38099670410156,3197700
2021-09-27,45.485321044921875,3343400
2021-09-28,45.00651931762695,2713300
2021-09-29,45.415809631347656,2228100
2021-09-30,44.78256607055664,2663300
2021-10-01,45.9100456237793,2052400
2021-10-04,46.38111114501953,3036500
2021-10-05,46.504676818847656,2351200
2021-10-06,46.41201400756836,2414400
