Date,close,volume
2021-07-02,215.11280822753906,780700
2021-07-06,210.2117462158203,1037400
2021-07-07,212.51556396484375,768800
2021-07-08,211.23464965820312,826900
2021-07-09,215.8777618408203,789100
2021-07-12,216.3936767578125,980600
2021-07-13,214.80148315429688,823500
2021-07-14,212.5955810546875,871500
2021-07-15,213.58287048339844,730900
2021-07-16,212.24868774414062,632700
2021-07-19,207.3654022216797,918900
2021-07-20,211.64385986328125,1101800
2021-07-21,212.92469787597656,678600
2021-07-22,211.19906616210938,484500
2021-07-23,211.19906616210938,622500
2021-07-26,210.3629608154297,762500
2021-07-27,207.9613494873047,1262400
2021-07-28,206.37806701660156,2063900
2021-07-29,207.3832244873047,1522500
2021-07-30,206.44921875,1061600
2021-08-02,203.7451934814453,1220200
2021-08-03,207.29425048828125,1864500
2021-08-04,205.53306579589844,1154500
2021-08-05,203.04249572753906,1525300
2021-08-06,203.76300048828125,943000
2021-08-09,205.1595001220703,774800
2021-08-10,207.93467712402344,918500
2021-08-11,215.07723999023438,1224300
2021-08-12,212.70228576660156,952700
2021-08-13,211.44815063476562,868300
2021-08-16,212.84461975097656,810700
2021-08-17,209.77589416503906,936100
2021-08-18,207.76565551757812,1085800
2021-08-19,207.20179748535156,1187400
2021-08-20,207.3539581298828,997900
2021-08-23,210.5581817626953,1453200
2021-08-24,211.3547821044922,1226200
2021-08-25,213.44021606445312,1016800
2021-08-26,212.1066131591797,1118100
2021-08-27,215.07815551757812,1253900
2021-08-30,213.6371307373047,925700
2021-08-31,211.21156311035156,959100
2021-09-01,210.2180938720703,975500
2021-09-02,212.09767150878906,789600
2021-09-03,213.5297393798828,991800
2021-09-07,209.30514526367188,1109200
2021-09-08,209.1529998779297,763600
2021-09-09,208.52645874023438,783400
2021-09-10,208.8307647705078,739100
2021-09-13,210.88043212890625,756200
2021-09-14,207.4882354736328,784900
2021-09-15,209.83323669433594,860900
2021-09-16,205.59967041015625,1081400
2021-09-17,203.79171752929688,1986600
2021-09-20,198.22457885742188,1693500
2021-09-21,196.4971160888672,1031000
2021-09-22,198.35879516601562,869600
2021-09-23,204.36451721191406,1207500
2021-09-24,203.76483154296875,755400
2021-09-27,206.08299255371094,802100
2021-09-28,205.37591552734375,643200
2021-09-29,206.45889282226562,686600
2021-09-30,200.99026489257812,1094300
2021-10-01,204.0333709716797,772700
2021-10-04,203.6395263671875,924800
2021-10-05,210.0390625,1586600
2021-10-06,209.96749877929688,1062400
2021-10-07,210.20912170410156,908800
2021-10-08,211.22946166992188,623700
2021-10-11,208.04315185546875,979000
2021-10-12,205.98452758789062,865800
2021-10-13,207.2375946044922,731800
2021-10-14,213.762451171875,815100
2021-10-15,213.27015686035156,673100
2021-10-18,212.16030883789062,745800
2021-10-19,214.9170379638672,772600
2021-10-20,217.34259033203125,907800
2021-10-21,215.44509887695312,522200
2021-10-22,215.44509887695312,660000
2021-10-25,216.02688598632812,663700
2021-10-26,213.8250732421875,750800
2021-10-27,210.20016479492188,789300
2021-10-28,217.26202392578125,759400
2021-10-29,214.6664276123047,1070300
2021-11-01,219.5802001953125,914200
2021-11-02,216.85032653808594,1115600
2021-11-03,210.76405334472656,1236400
2021-11-04,210.47763061523438,739500
2021-11-05,212.18716430664062,683300
2021-11-08,213.07325744628906,619300
2021-11-09,211.4084930419922,882400
2021-11-10,212.75999450683594,921600
2021-11-11,211.49798583984375,656200
2021-11-12,211.5337677001953,754300
2021-11-15,211.25634765625,546600
2021-11-16,210.71034240722656,1002800
2021-11-17,207.55088806152344,1196400
2021-11-18,205.44329833984375,914200
2021-11-19,201.65147399902344,1412900
2021-11-22,205.33518981933594,1327000
2021-11-23,205.20912170410156,1249300
2021-11-24,203.42578125,1143800
2021-11-26,197.859619140625,696300
