regime,n_trades,win_rate,sharpe_ratio,total_return_pct,max_drawdown_pct
Overall,96,0.6145833333333334,0.3357812006873241,4.662217143739041,-6.341027067521438
Regime 1 (early),32,0.65625,0.1559917244936253,0.6232885646464156,-6.341027067521438
Regime 2 (mid),32,0.625,0.5670308604941313,2.505160036016984,-3.755777930817592
Regime 3 (late),32,0.5625,0.2849306536889127,1.5337685430756398,-6.090082172735459
