x,z
-0.119999,0
-0.105485,-0.00819362
-0.0900229,-0.0144135
-0.0768847,-0.0246685
-0.0647183,-0.0360596
-0.0499452,-0.0437754
-0.0347923,-0.0507156
-0.0217843,-0.0611353
-0.00903911,-0.0718748
0.00565625,-0.0797377
0.0204574,-0.0873995
0.033777,-0.0974178
0.0468897,-0.107705
