x,z
-0.099999,0
-0.0812838,-0.0165753
-0.060192,-0.0299968
-0.0401493,-0.0449397
-0.020022,-0.0597684
0.00099146,-0.0733123
0.0191402,-0.090506
0.0419988,-0.100629
0.0638518,-0.112772
0.0876279,-0.120499
0.11168,-0.113681
0.115969,-0.13831
0.102243,-0.117415
