x,z
-0.179999,0
-0.156784,-0.00927645
-0.135586,-0.0225303
-0.117301,-0.0395785
-0.0996805,-0.0573134
-0.0778615,-0.0695172
-0.0551649,-0.0799988
-0.0372118,-0.0973967
-0.0194987,-0.115039
0.00163403,-0.128396
0.0245538,-0.13838
0.044003,-0.154088
0.0580878,-0.174742
