x,z
-0.119999,0
-0.095707,-0.00590744
-0.0717016,-0.012889
-0.0472821,-0.0182449
-0.0260252,-0.0314034
-0.00104458,-0.0304194
0.0176456,-0.0470229
0.0424857,-0.0498461
0.0674799,-0.0503862
0.0554565,-0.0723051
0.0796381,-0.0786493
0.0880846,-0.102179
0.0823299,-0.126508
