x,z
-0.119999,0
-0.095861,0.0065082
-0.0709087,0.0049637
-0.0499604,-0.0086806
-0.0249931,-0.009958
5.12403e-006,-0.0102593
0.0243497,-0.0159461
0.0484391,-0.022632
0.0730322,-0.027124
0.0975938,-0.0317858
0.120216,-0.0424264
0.143013,-0.0526875
0.166464,-0.0613505
