x,z
-0.119999,0
-0.0956932,-0.00585033
-0.0717322,-0.0129828
-0.0472805,-0.01819
-0.0260964,-0.0314654
-0.00111752,-0.0304393
0.0175952,-0.0470175
0.0424277,-0.0499065
0.0674228,-0.0503994
0.0553462,-0.072289
0.0795299,-0.078625
0.0879561,-0.102162
0.0821352,-0.126475
