x,z
-0.119999,0
-0.0867341,0.00213476
-0.0557112,-0.0100592
-0.0234622,-0.018492
0.00868639,-0.0272999
0.0401101,-0.0384202
0.0734075,-0.0368729
0.0644087,-0.0689685
0.0501783,-0.0991116
0.0198792,-0.113007
-0.010368,-0.098999
-0.0106202,-0.0656667
0.0215306,-0.0744667
