x,z
-0.119999,0
-0.141263,-0.0131469
-0.116415,-0.0103906
-0.130649,0.0101623
-0.10902,-0.00237591
-0.132725,-0.0103188
-0.1203,-0.032013
-0.0973673,-0.0419664
-0.111812,-0.0215615
-0.117271,0.00283518
-0.142153,0.00525679
-0.119678,0.0162052
-0.109281,-0.0065303
